state_id,r_eff_over_r0,opening_strength_fraction,crack_extension_m,region,system,bin,x_m,burgers_sign,delta_signed_line_content,K_I_base_Pa_sqrt_m,K_I_perturbed_Pa_sqrt_m,K_II_base_Pa_sqrt_m,K_II_perturbed_Pa_sqrt_m,interaction_integral_schema,ribbon_width_m,mesh_area_ratio,parent_state_id,load_scale,captured_opening_strength_fraction,scaled_opening_proxy,cumulative_crack_path_extension_m
E0000200__load_1,1.0,0.0,0.0002,active,0,79,4.96875e-05,-1,-0.5,16460.829266574474,16091.348995116941,13881.108007174556,15268.386365257691,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999623175369947,E0000200,1.0,0.0,0.0,0.0002
E0000200__load_1,1.0,0.0,0.0002,active,0,79,4.96875e-05,1,0.25,16460.829266574474,16645.569402303245,13881.108007174556,13187.468828132976,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999623175369947,E0000200,1.0,0.0,0.0,0.0002
E0000200__load_1,1.0,0.0,0.0002,active,0,79,4.96875e-05,1,0.5,16460.829266574474,16830.30953803201,13881.108007174556,12493.829649091444,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999623175369947,E0000200,1.0,0.0,0.0,0.0002
E0000200__load_1,1.0,0.0,0.0002,active,1,0,3.125e-07,-1,-0.25,16460.829266574474,16457.881337961586,13881.108007174556,13883.643222436385,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9985869789781888,E0000200,1.0,0.0,0.0,0.0002
E0000200__load_1,1.0,0.0,0.0002,active,1,0,3.125e-07,-1,-0.5,16460.829266574474,16454.93340934869,13881.108007174556,13886.17843769822,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9985869789781888,E0000200,1.0,0.0,0.0,0.0002
E0000200__load_1,1.0,0.0,0.0002,active,1,0,3.125e-07,1,0.25,16460.829266574474,16463.77719518738,13881.108007174556,13878.572791912728,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9985869789781888,E0000200,1.0,0.0,0.0,0.0002
E0000200__load_1,1.0,0.0,0.0002,active,1,0,3.125e-07,1,0.5,16460.829266574474,16466.72512380026,13881.108007174556,13876.03757665089,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9985869789781888,E0000200,1.0,0.0,0.0,0.0002
E0000200__load_1,1.0,0.0,0.0002,active,1,79,4.96875e-05,-1,-0.25,16460.829266574474,16718.02715433869,13881.108007174556,14505.291198368015,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999911130753354,E0000200,1.0,0.0,0.0,0.0002
E0000200__load_1,1.0,0.0,0.0002,active,1,79,4.96875e-05,-1,-0.5,16460.829266574474,16975.22504210288,13881.108007174556,15129.474389561485,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999911130753354,E0000200,1.0,0.0,0.0,0.0002
E0000200__load_1,1.0,0.0,0.0002,active,1,79,4.96875e-05,1,0.25,16460.829266574474,16203.631378810258,13881.108007174556,13256.924815981089,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999911130753354,E0000200,1.0,0.0,0.0,0.0002
E0000200__load_1,1.0,0.0,0.0002,active,1,79,4.96875e-05,1,0.5,16460.829266574474,15946.433491046073,13881.108007174556,12632.741624787619,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999911130753354,E0000200,1.0,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,0,0,3.125e-07,-1,-0.25,24691.24389986143,24694.323948550045,20821.66201076189,20825.19992982202,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9940084883819422,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,0,0,3.125e-07,-1,-0.5,24691.24389986143,24697.403997238303,20821.66201076189,20828.737848882236,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9940084883819422,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,0,0,3.125e-07,1,0.25,24691.24389986143,24688.16385117342,20821.66201076189,20818.124091701648,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9940084883819422,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,0,0,3.125e-07,1,0.5,24691.24389986143,24685.083802485093,20821.66201076189,20814.58617264141,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9940084883819422,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,0,79,4.96875e-05,-1,-0.25,24691.24389986143,24506.503764132936,20821.66201076189,21515.301189803395,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999623175369947,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,0,79,4.96875e-05,-1,-0.5,24691.24389986143,24321.763628404176,20821.66201076189,22208.940368845004,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999623175369947,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,0,79,4.96875e-05,1,0.25,24691.24389986143,24875.984035590463,20821.66201076189,20128.022831720296,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999623175369947,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,0,79,4.96875e-05,1,0.5,24691.24389986143,25060.724171319245,20821.66201076189,19434.383652678705,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999623175369947,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,1,0,3.125e-07,-1,-0.25,24691.24389986143,24688.295971248797,20821.66201076189,20824.197226023647,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9985869789781888,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,1,0,3.125e-07,-1,-0.5,24691.24389986143,24685.348042635942,20821.66201076189,20826.732441285494,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9985869789781888,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,1,0,3.125e-07,1,0.25,24691.24389986143,24694.191828474573,20821.66201076189,20819.12679549999,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9985869789781888,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,1,0,3.125e-07,1,0.5,24691.24389986143,24697.13975708746,20821.66201076189,20816.591580238208,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9985869789781888,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,1,79,4.96875e-05,-1,-0.25,24691.24389986143,24948.44178762591,20821.66201076189,21445.845201955322,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999911130753354,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,1,79,4.96875e-05,-1,-0.5,24691.24389986143,25205.63967539009,20821.66201076189,22070.028393148743,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999911130753354,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,1,79,4.96875e-05,1,0.25,24691.24389986143,24434.046012097522,20821.66201076189,20197.478819568354,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999911130753354,E0000200,1.5,0.0,0.0,0.0002
E0000200__load_1p5,1.0,0.0,0.0002,active,1,79,4.96875e-05,1,0.5,24691.24389986143,24176.848124333334,20821.66201076189,19573.29562837493,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999911130753354,E0000200,1.5,0.0,0.0,0.0002
