state_id,r_eff_over_r0,opening_strength_fraction,crack_extension_m,region,system,bin,x_m,burgers_sign,delta_signed_line_content,K_I_base_Pa_sqrt_m,K_I_perturbed_Pa_sqrt_m,K_II_base_Pa_sqrt_m,K_II_perturbed_Pa_sqrt_m,interaction_integral_schema,ribbon_width_m,mesh_area_ratio,parent_state_id,load_scale,captured_opening_strength_fraction,scaled_opening_proxy,cumulative_crack_path_extension_m
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,0,0,3.125e-07,1,0.25,20614.897063537603,20611.457153034757,17734.466572052243,17730.82581957086,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9940084883819743,E0000415,1.5,0.0,0.0,0.00041500000000000006
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,0,0,3.125e-07,1,0.5,20614.897063537603,20608.017242531787,17734.466572052243,17727.18506708929,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9940084883819743,E0000415,1.5,0.0,0.0,0.00041500000000000006
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,0,79,4.96875e-05,-1,-0.25,20614.897063537603,20383.678311935615,17734.466572052243,18416.412626169473,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9999623175369955,E0000415,1.5,0.0,0.0,0.00041500000000000006
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,0,79,4.96875e-05,-1,-0.5,20614.897063537603,20152.459560333504,17734.466572052243,19098.358680286598,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9999623175369955,E0000415,1.5,0.0,0.0,0.00041500000000000006
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,0,79,4.96875e-05,1,0.25,20614.897063537603,20846.115815139867,17734.466572052243,17052.52051793525,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9999623175369955,E0000415,1.5,0.0,0.0,0.00041500000000000006
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,0,79,4.96875e-05,1,0.5,20614.897063537603,21077.334566742036,17734.466572052243,16370.57446381819,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9999623175369955,E0000415,1.5,0.0,0.0,0.00041500000000000006
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,1,0,3.125e-07,-1,-0.25,20614.897063537603,20611.650375054156,17734.466572052243,17736.958307315417,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9985869789781898,E0000415,1.5,0.0,0.0,0.00041500000000000006
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,1,0,3.125e-07,-1,-0.5,20614.897063537603,20608.4036865705,17734.466572052243,17739.450042578454,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9985869789781898,E0000415,1.5,0.0,0.0,0.00041500000000000006
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,1,0,3.125e-07,1,0.25,20614.897063537603,20618.143752021384,17734.466572052243,17731.97483678935,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9985869789781898,E0000415,1.5,0.0,0.0,0.00041500000000000006
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,1,0,3.125e-07,1,0.5,20614.897063537603,20621.390440505005,17734.466572052243,17729.48310152635,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9985869789781898,E0000415,1.5,0.0,0.0,0.00041500000000000006
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,1,79,4.96875e-05,-1,-0.25,20614.897063537603,20824.57576116992,17734.466572052243,18372.984976831704,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9999911130753394,E0000415,1.5,0.0,0.0,0.00041500000000000006
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,1,79,4.96875e-05,-1,-0.5,20614.897063537603,21034.254458802046,17734.466572052243,19011.50338161099,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9999911130753394,E0000415,1.5,0.0,0.0,0.00041500000000000006
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,1,79,4.96875e-05,1,0.25,20614.897063537603,20405.218365905625,17734.466572052243,17095.948167273116,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9999911130753394,E0000415,1.5,0.0,0.0,0.00041500000000000006
E0000415__load_1p5,1.0,0.0,0.00041500000000000006,active,1,79,4.96875e-05,1,0.5,20614.897063537603,20195.539668273537,17734.466572052243,16457.429762493823,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.5455991833799507e-08,0.9999911130753394,E0000415,1.5,0.0,0.0,0.00041500000000000006
